"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
1000,1096.15466308594
1023.53102189903,1159.345703125
1047.61575278966,1107.08605957031
1072.26722201032,1159.90710449219
1097.49876549306,1156.43640136719
1123.32403297803,1182.13610839844
1149.75699539774,1217.53186035156
1176.811952435,1273.75793457031
1204.50354025878,1262.85095214844
1232.84673944207,1300.45825195312
1261.85688306602,1348.54187011719
1291.54966501488,1329.98461914062
1321.94114846603,1360.458984375
1353.04777457981,1477.52624511719
1384.88637139387,1499.34338378906
1417.4741629268,1560.58142089844
1450.82877849594,1612.37121582031
1484.96826225446,1598.76708984375
1519.91108295293,1575.23413085937
1555.67614393047,1678.36022949219
1592.28279334109,1704.74755859375
1629.75083462064,1721.70227050781
1668.10053720006,1780.78356933594
1707.35264747069,1799.76379394531
1747.52840000768,1858.65673828125
1788.64952905743,1870.70715332031
1830.73828029537,1893.748046875
1873.81742286038,1917.13623046875
1917.91026167248,1998.78283691406
1963.04065004027,2072.94702148437
2009.23300256504,2108.50830078125
2056.51230834865,2165.73852539062
2104.90414451202,2175.24096679687
2154.43469003188,2243.01147460937
2205.13073990304,2284.43090820312
2257.01971963391,2335.76025390625
2310.12970008315,2445.60009765625
2364.4894126454,2558.31884765625
2420.12826479438,2498.92407226562
2477.0763559917,2572.744140625
2535.36449397011,2554.1650390625
2595.02421139973,2709.92993164062
2656.08778294668,2712.07177734375
2718.58824273293,2765.19677734375
2782.55940220712,2857.42456054687
2848.03586843579,2884.0166015625
2915.05306282517,2997.87841796875
2983.64724028333,3046.31323242187
3053.85550883341,3111.26806640625
3125.71584968823,3188.271484375
3199.26713779737,3241.39965820312
3274.54916287772,3344.74194335937
3351.60265093883,3363.76098632812
3430.46928631491,3461.74584960937
3511.19173421512,3521.65283203125
3593.81366380461,3519.34814453125
3678.37977182862,3717.93212890625
3764.93580679245,3391.546875
3853.52859371051,3909.31518554687
3944.20605943764,105.252662658691
4037.01725859654,4092.20263671875
4132.01240011532,321.623901367187
4229.24287438948,542.468322753906
4328.76128108304,4238.69580078125
4430.62145758386,140.360900878906
4534.87850812856,4510.2734375
4641.58883361276,4605.6455078125
4750.81016210278,324.865936279297
4862.60158006533,4662.8701171875
4977.02356433209,4976.82080078125
5094.13801481636,5131.0126953125
5214.00828799966,1824.20629882812
5336.69923120628,4951.58837890625
5462.27721768432,269.113189697266
5590.8101825122,255.596481323242
5722.36765935019,453.474090576172
5857.02081805664,396.626129150391
5994.84250318938,6044.03515625
6135.90727341314,6135.22802734375
6280.29144183422,5695.44921875
6428.07311728429,6196.34521484375
6579.33224657564,6328.365234375
6734.15065775079,6690.26708984375
6892.61210434966,447.427581787109
7054.8023107186,4628.3076171875
7220.80901838542,5625.01611328125
7390.72203352574,5520.11865234375
7564.63327554625,7525.45703125
7742.63682681123,7730.75048828125
7924.82898353913,7920.4501953125
8111.30830789682,8107.52978515625
8302.1756813197,8325.5283203125
8497.53435908639,8498.517578125
8697.49002617778,8679.701171875
8902.15085445033,8882.8857421875
9111.62756115484,9088.25
9326.03346883214,9265.14453125
9545.48456661828,9491.2197265625
9770.09957299219,9742.060546875
9999.99999999993,10001.015625

"Sweep - Function 2" 
"Vac vs Frequency"
"X (Hz)","Ch-1 (dBr)"
1000,-0.077813151542572
1023.53102189903,-0.0922881657793392
1047.61575278966,-0.0579917727979121
1072.26722201032,-0.0843589470485048
1097.49876549306,-0.0811863898246379
1123.32403297803,-0.0758216667926558
1149.75699539774,-0.097102760301431
1176.811952435,-0.0897220829884371
1204.50354025878,-0.0981821939585947
1232.84673944207,-0.105602922471146
1261.85688306602,-0.114535142306255
1291.54966501488,-0.101741305589259
1321.94114846603,-0.0951037957909488
1353.04777457981,-0.129492931334864
1384.88637139387,-0.133412134426374
1417.4741629268,-0.147675357403316
1450.82877849594,-0.175894807211936
1484.96826225446,-0.135949753686106
1519.91108295293,-0.132576645612447
1555.67614393047,-0.199519615202408
1592.28279334109,-0.182793259837356
1629.75083462064,-0.187834165696343
1668.10053720006,-0.204088770794491
1707.35264747069,-0.195460074616558
1747.52840000768,-0.215563972925944
1788.64952905743,-0.204221693946419
1830.73828029537,-0.229301708503339
